OrderNumber,Channel,Procured Date,OrderDate,Ship Date,Delivery Date,Warehouse Index,Customer Index,Region Index,Product Index,Order Quantity,Unit Price,Unit Cost
SO - 0006304,Wholesale,3/10/2020,6/4/2020,6/28/2020,7/2/2020,2,13,11,13,8,2492.4,2043.768
SO - 0006305,Wholesale,3/10/2020,6/4/2020,6/11/2020,6/20/2020,2,7,5,2,8,2934.6,1643.376
SO - 0006306,Wholesale,3/10/2020,6/4/2020,7/1/2020,7/10/2020,5,21,68,13,11,207.7,89.311
SO - 0006307,Distributor,3/10/2020,6/4/2020,6/20/2020,6/29/2020,2,21,48,2,11,5902.7,3069.404
SO - 0006308,Wholesale,3/10/2020,6/4/2020,6/29/2020,7/5/2020,4,39,47,1,8,214.4,124.352
SO - 0006309,Distributor,3/10/2020,6/4/2020,6/9/2020,6/13/2020,5,44,12,11,7,958.1,747.318
SO - 0006310,Wholesale,3/10/2020,6/4/2020,6/12/2020,6/18/2020,4,21,4,2,7,2546,1196.62
SO - 0006311,Distributor,12/1/2019,6/4/2020,6/21/2020,6/30/2020,4,49,18,11,7,2780.5,2057.57
SO - 0006312,Distributor,3/10/2020,6/4/2020,6/18/2020,6/24/2020,3,29,34,9,12,2010,824.1
SO - 0006313,Export,3/10/2020,6/5/2020,6/18/2020,6/24/2020,3,9,48,12,8,1822.4,1530.816
SO - 0006314,Distributor,3/10/2020,6/5/2020,6/23/2020,6/26/2020,5,31,64,13,9,2010,884.4
SO - 0006315,Export,3/10/2020,6/5/2020,6/30/2020,7/2/2020,5,13,67,1,5,3973.1,2066.012
SO - 0006316,Wholesale,12/1/2019,6/5/2020,6/24/2020,7/4/2020,4,22,25,1,6,1319.9,989.925
SO - 0006317,Export,3/10/2020,6/5/2020,6/27/2020,7/1/2020,3,36,10,5,6,2378.5,1070.325
SO - 0006318,Wholesale,3/10/2020,6/5/2020,6/19/2020,6/24/2020,2,43,2,1,7,737,574.86
SO - 0006319,Distributor,3/10/2020,6/5/2020,7/1/2020,7/4/2020,5,11,8,11,11,2586.2,1965.512
SO - 0006320,Distributor,3/10/2020,6/5/2020,6/11/2020,6/18/2020,5,41,38,6,12,3999.9,2159.946
SO - 0006321,Distributor,3/10/2020,6/5/2020,6/22/2020,6/25/2020,4,12,13,2,9,3939.6,2481.948
SO - 0006322,Export,3/10/2020,6/5/2020,6/29/2020,7/4/2020,2,35,61,12,11,3725.2,2756.648
SO - 0006323,Wholesale,3/10/2020,6/5/2020,6/7/2020,6/17/2020,1,39,11,7,8,2525.9,1010.36
SO - 0006324,Export,3/10/2020,6/6/2020,6/30/2020,7/9/2020,2,7,74,5,8,1809,741.69
SO - 0006325,Export,3/10/2020,6/6/2020,7/3/2020,7/5/2020,4,22,48,6,5,1963.1,1138.598
SO - 0006326,Wholesale,3/10/2020,6/6/2020,6/15/2020,6/18/2020,4,42,73,7,10,2800.6,1316.282
SO - 0006327,Wholesale,3/10/2020,6/6/2020,6/16/2020,6/20/2020,4,18,4,5,6,4013.3,2929.709
SO - 0006328,Wholesale,3/10/2020,6/6/2020,6/25/2020,6/29/2020,4,27,37,6,8,247.9,114.034
SO - 0006329,Wholesale,3/10/2020,6/6/2020,7/3/2020,7/12/2020,3,1,21,12,5,2713.5,1600.965
SO - 0006330,Wholesale,3/10/2020,6/6/2020,6/20/2020,6/23/2020,5,49,61,11,8,3162.4,1612.824
SO - 0006331,Wholesale,3/10/2020,6/7/2020,6/28/2020,7/2/2020,4,26,62,7,5,1078.7,571.711
SO - 0006332,Distributor,3/10/2020,6/7/2020,6/14/2020,6/19/2020,1,34,3,1,11,2391.9,1172.031
SO - 0006333,Distributor,3/10/2020,6/7/2020,6/15/2020,6/21/2020,1,3,81,2,11,207.7,103.85
SO - 0006334,Wholesale,3/10/2020,6/7/2020,6/26/2020,7/4/2020,3,37,75,11,12,1125.6,472.752
SO - 0006335,Wholesale,3/10/2020,6/7/2020,6/28/2020,7/3/2020,6,44,24,12,8,1929.6,1080.576
SO - 0006336,Wholesale,3/10/2020,6/7/2020,6/19/2020,6/26/2020,6,46,7,3,7,2934.6,2230.296
SO - 0006337,Wholesale,3/10/2020,6/7/2020,7/1/2020,7/9/2020,2,27,19,9,5,268,160.8
SO - 0006338,Wholesale,3/10/2020,6/7/2020,7/3/2020,7/10/2020,3,49,61,7,7,3979.8,3144.042
SO - 0006339,Distributor,3/10/2020,6/7/2020,7/1/2020,7/4/2020,2,22,36,13,10,2881,2362.42
SO - 0006340,Distributor,3/10/2020,6/7/2020,7/5/2020,7/14/2020,2,35,41,7,6,254.6,150.214
SO - 0006341,Export,3/10/2020,6/8/2020,6/23/2020,6/29/2020,2,9,16,7,10,3926.2,2826.864
SO - 0006342,Wholesale,3/10/2020,6/8/2020,6/22/2020,6/25/2020,2,16,28,7,11,2626.4,1891.008
SO - 0006343,Distributor,3/10/2020,6/8/2020,6/23/2020,7/1/2020,4,43,81,5,10,1869.3,1271.124
SO - 0006344,Distributor,3/10/2020,6/8/2020,7/4/2020,7/7/2020,4,10,19,2,11,2519.2,1990.168
SO - 0006345,Export,3/10/2020,6/8/2020,6/28/2020,7/4/2020,3,27,43,5,6,1072,503.84
SO - 0006346,Export,3/10/2020,6/8/2020,6/29/2020,7/7/2020,2,46,9,2,10,1185.9,640.386
SO - 0006347,Export,3/10/2020,6/9/2020,6/17/2020,6/25/2020,4,18,48,10,11,1125.6,529.032
SO - 0006348,Wholesale,3/10/2020,6/9/2020,6/11/2020,6/19/2020,2,10,49,2,11,3979.8,2427.678
SO - 0006349,Wholesale,3/10/2020,6/9/2020,6/26/2020,6/27/2020,2,17,34,7,10,804,329.64
SO - 0006350,Wholesale,3/10/2020,6/9/2020,6/25/2020,7/1/2020,1,20,44,1,12,958.1,411.983
SO - 0006351,Distributor,3/10/2020,6/9/2020,6/12/2020,6/21/2020,3,26,82,9,9,2680,1259.6
SO - 0006352,Wholesale,3/10/2020,6/10/2020,6/28/2020,7/4/2020,4,11,22,5,5,1976.5,1600.965
SO - 0006353,Wholesale,3/10/2020,6/10/2020,7/8/2020,7/17/2020,2,2,62,3,8,1038.5,654.255
SO - 0006354,Wholesale,3/10/2020,6/10/2020,7/4/2020,7/8/2020,2,11,18,13,5,2559.4,1484.452
SO - 0006355,Wholesale,3/10/2020,6/10/2020,6/21/2020,6/26/2020,4,27,12,4,9,1118.9,525.883
SO - 0006356,Distributor,3/10/2020,6/10/2020,6/18/2020,6/25/2020,2,48,38,2,7,2539.3,1244.257
SO - 0006357,Wholesale,3/10/2020,6/10/2020,6/24/2020,6/26/2020,2,33,6,1,5,1125.6,934.248
SO - 0006358,Wholesale,3/10/2020,6/10/2020,6/15/2020,6/17/2020,3,7,19,2,6,1996.6,1098.13
SO - 0006359,Wholesale,3/10/2020,6/10/2020,6/17/2020,6/27/2020,3,36,53,6,5,1956.4,1545.556
SO - 0006360,Export,3/10/2020,6/11/2020,7/6/2020,7/16/2020,2,44,33,9,10,3323.2,2592.096
SO - 0006361,Wholesale,3/10/2020,6/11/2020,6/17/2020,6/27/2020,5,42,59,9,11,1005,482.4
SO - 0006362,Distributor,3/10/2020,6/11/2020,6/14/2020,6/15/2020,1,50,4,7,6,5386.8,3070.476
SO - 0006363,Wholesale,3/10/2020,6/11/2020,6/27/2020,7/6/2020,6,5,60,1,12,5480.6,3672.002
SO - 0006364,Wholesale,3/10/2020,6/11/2020,6/30/2020,7/2/2020,1,6,79,13,11,5185.8,2644.758
SO - 0006365,Distributor,3/10/2020,6/11/2020,6/30/2020,7/4/2020,2,12,21,7,9,1005,532.65
SO - 0006366,Wholesale,3/10/2020,6/11/2020,7/8/2020,7/18/2020,2,36,7,5,5,1715.2,1080.576
SO - 0006367,Wholesale,3/10/2020,6/11/2020,6/29/2020,7/3/2020,3,23,26,2,11,783.9,399.789
SO - 0006368,Distributor,3/10/2020,6/11/2020,7/3/2020,7/12/2020,3,32,20,6,5,214.4,132.928
SO - 0006369,Distributor,3/10/2020,6/11/2020,6/14/2020,6/23/2020,6,1,65,9,7,1058.6,561.058
SO - 0006370,Distributor,3/10/2020,6/11/2020,6/30/2020,7/3/2020,3,29,49,8,7,1695.1,1101.815
SO - 0006371,Wholesale,3/10/2020,6/12/2020,7/2/2020,7/11/2020,6,27,75,1,8,2385.2,1025.636
SO - 0006372,Wholesale,3/10/2020,6/12/2020,7/7/2020,7/14/2020,1,31,52,6,10,1279.7,652.647
SO - 0006373,Wholesale,3/10/2020,6/12/2020,7/4/2020,7/14/2020,3,36,4,4,10,3028.4,1877.608
SO - 0006374,Wholesale,3/10/2020,6/12/2020,6/25/2020,6/30/2020,4,38,24,13,8,1125.6,855.456
SO - 0006375,Export,3/10/2020,6/12/2020,7/3/2020,7/4/2020,2,20,86,14,12,904.5,407.025
SO - 0006376,Wholesale,3/10/2020,6/12/2020,7/4/2020,7/13/2020,3,4,52,2,12,2425.4,970.16
SO - 0006377,Wholesale,3/10/2020,6/13/2020,6/26/2020,6/29/2020,2,18,46,12,5,5601.2,4032.864
SO - 0006378,Wholesale,3/10/2020,6/13/2020,6/21/2020,6/29/2020,2,1,52,11,9,1768.8,1308.912
SO - 0006379,Wholesale,3/10/2020,6/13/2020,6/30/2020,7/5/2020,4,13,26,5,8,1038.5,726.95
SO - 0006380,Wholesale,3/10/2020,6/13/2020,7/1/2020,7/10/2020,5,39,6,7,11,904.5,587.925
SO - 0006381,Wholesale,3/10/2020,6/13/2020,6/26/2020,6/29/2020,2,37,10,13,7,3102.1,1271.861
SO - 0006382,Wholesale,3/10/2020,6/13/2020,7/8/2020,7/10/2020,1,42,2,6,5,2398.6,1223.286
SO - 0006383,Wholesale,3/10/2020,6/13/2020,6/30/2020,7/7/2020,4,17,38,2,12,2659.9,2207.717
SO - 0006384,Distributor,3/10/2020,6/14/2020,6/20/2020,6/25/2020,3,17,15,1,7,1266.3,810.432
SO - 0006385,Distributor,3/10/2020,6/14/2020,7/3/2020,7/12/2020,3,49,20,12,8,3879.3,2715.51
SO - 0006386,Wholesale,3/10/2020,6/14/2020,7/9/2020,7/14/2020,5,27,38,9,9,1742,1323.92
SO - 0006387,Wholesale,3/10/2020,6/14/2020,7/11/2020,7/17/2020,2,4,38,5,12,3242.8,1751.112
SO - 0006388,Distributor,3/10/2020,6/14/2020,7/5/2020,7/10/2020,5,34,19,1,8,1051.9,715.292
SO - 0006389,Wholesale,3/10/2020,6/14/2020,6/29/2020,7/1/2020,2,22,20,11,7,1139,455.6
SO - 0006390,Distributor,3/10/2020,6/15/2020,6/21/2020,6/23/2020,1,48,16,2,11,5159,2321.55
SO - 0006391,Distributor,3/10/2020,6/15/2020,7/8/2020,7/12/2020,6,34,5,1,9,3691.7,2104.269
SO - 0006392,Export,3/10/2020,6/15/2020,6/23/2020,7/3/2020,2,31,23,2,12,797.3,518.245
SO - 0006393,Wholesale,3/10/2020,6/15/2020,7/13/2020,7/14/2020,3,36,14,10,9,1969.8,965.202
SO - 0006394,Export,3/10/2020,6/15/2020,6/27/2020,7/5/2020,6,4,9,11,6,201,82.41
SO - 0006395,Wholesale,3/10/2020,6/15/2020,7/7/2020,7/9/2020,2,34,48,4,10,5453.8,3544.97
SO - 0006396,Wholesale,3/10/2020,6/15/2020,6/18/2020,6/21/2020,5,39,22,7,6,5038.4,3375.728
SO - 0006397,Wholesale,3/10/2020,6/15/2020,7/11/2020,7/18/2020,2,1,78,11,6,2324.9,1534.434
SO - 0006398,Wholesale,3/10/2020,6/15/2020,6/27/2020,7/4/2020,6,6,24,13,6,3417,2084.37
SO - 0006399,Wholesale,3/10/2020,6/16/2020,7/13/2020,7/17/2020,2,50,8,5,6,1333.3,1026.641
SO - 0006400,Wholesale,3/10/2020,6/16/2020,7/14/2020,7/18/2020,2,36,23,7,5,5219.3,3027.194
SO - 0006401,Export,3/10/2020,6/16/2020,6/26/2020,6/30/2020,2,35,80,7,12,1078.7,776.664
SO - 0006402,Export,3/10/2020,6/16/2020,6/21/2020,6/26/2020,6,39,36,9,8,1849.2,1442.376
SO - 0006403,Distributor,3/10/2020,6/16/2020,6/19/2020,6/27/2020,4,6,17,10,5,1333.3,986.642
SO - 0006404,Export,3/10/2020,6/16/2020,6/19/2020,6/20/2020,6,17,8,2,12,2010,1467.3
SO - 0006405,Export,3/10/2020,6/17/2020,7/14/2020,7/16/2020,2,8,21,13,11,857.6,514.56
SO - 0006406,Wholesale,3/10/2020,6/17/2020,7/13/2020,7/14/2020,5,37,17,1,7,3973.1,2622.246
SO - 0006407,Distributor,3/10/2020,6/17/2020,7/15/2020,7/19/2020,1,26,66,1,11,1118.9,861.553
SO - 0006408,Export,3/10/2020,6/17/2020,6/29/2020,6/30/2020,4,25,1,5,12,2532.6,2000.754
SO - 0006409,Distributor,3/10/2020,6/17/2020,7/3/2020,7/12/2020,1,41,9,5,12,3544.3,2020.251
SO - 0006410,Wholesale,3/10/2020,6/17/2020,6/27/2020,7/5/2020,3,24,1,9,11,2586.2,1086.204
SO - 0006411,Wholesale,3/10/2020,6/17/2020,6/25/2020,7/2/2020,3,19,13,1,5,3839.1,2956.107
SO - 0006412,Wholesale,3/10/2020,6/17/2020,7/4/2020,7/11/2020,5,48,20,7,7,1058.6,868.052
SO - 0006413,Wholesale,3/10/2020,6/17/2020,7/15/2020,7/23/2020,4,28,85,13,12,167.5,98.825
SO - 0006414,Wholesale,3/10/2020,6/17/2020,6/26/2020,7/1/2020,4,11,81,2,11,924.6,591.744
SO - 0006415,Export,3/10/2020,6/18/2020,6/24/2020,6/27/2020,6,29,66,1,9,4013.3,2809.31
SO - 0006416,Export,3/10/2020,6/18/2020,7/15/2020,7/25/2020,1,22,49,9,12,864.3,579.081
SO - 0006417,Wholesale,3/10/2020,6/18/2020,7/9/2020,7/15/2020,2,11,48,7,6,2371.8,1778.85
SO - 0006418,Wholesale,3/10/2020,6/18/2020,6/28/2020,6/30/2020,1,12,16,8,12,214.4,143.648
SO - 0006419,Distributor,3/10/2020,6/18/2020,7/4/2020,7/13/2020,4,41,28,2,10,1058.6,666.918
SO - 0006420,Distributor,3/10/2020,6/18/2020,7/9/2020,7/12/2020,1,4,45,5,11,1065.3,511.344
SO - 0006421,Wholesale,3/10/2020,6/18/2020,7/9/2020,7/14/2020,2,22,49,2,7,1105.5,906.51
SO - 0006422,Distributor,3/10/2020,6/18/2020,7/13/2020,7/16/2020,1,18,65,5,10,2646.5,1879.015
SO - 0006423,Wholesale,3/10/2020,6/18/2020,6/28/2020,7/5/2020,1,8,25,1,7,2264.6,1789.034
SO - 0006424,Distributor,3/10/2020,6/19/2020,6/24/2020,7/4/2020,3,2,2,5,10,1232.8,862.96
SO - 0006425,Wholesale,3/10/2020,6/19/2020,6/26/2020,6/29/2020,2,40,23,3,6,3819,1909.5
SO - 0006426,Wholesale,3/10/2020,6/19/2020,7/8/2020,7/17/2020,4,39,71,4,11,1011.7,819.477
SO - 0006427,Export,3/10/2020,6/19/2020,6/29/2020,7/5/2020,2,34,15,6,8,2566.1,1206.067
SO - 0006428,Export,3/10/2020,6/19/2020,7/4/2020,7/7/2020,4,22,16,7,12,2934.6,1437.954
SO - 0006429,Wholesale,3/10/2020,6/19/2020,7/6/2020,7/7/2020,2,3,3,1,7,1159.1,672.278
SO - 0006430,Distributor,3/10/2020,6/19/2020,6/29/2020,7/9/2020,3,50,16,9,10,1112.2,500.49
SO - 0006431,Wholesale,3/10/2020,6/20/2020,7/5/2020,7/10/2020,3,21,17,5,5,1829.1,1207.206
SO - 0006432,Distributor,3/10/2020,6/20/2020,7/7/2020,7/10/2020,3,21,82,5,11,1896.1,1573.763
SO - 0006433,Wholesale,3/10/2020,6/20/2020,7/12/2020,7/13/2020,2,39,20,4,10,2974.8,1784.88
SO - 0006434,Wholesale,3/10/2020,6/20/2020,7/11/2020,7/12/2020,2,5,25,7,7,5654.8,3110.14
SO - 0006435,Distributor,3/10/2020,6/20/2020,7/16/2020,7/25/2020,5,30,8,10,8,944.7,802.995
SO - 0006436,Wholesale,3/10/2020,6/20/2020,7/2/2020,7/10/2020,2,31,7,5,12,1782.2,1372.294
SO - 0006437,Wholesale,3/10/2020,6/20/2020,7/18/2020,7/24/2020,4,7,15,7,6,3048.5,2438.8
SO - 0006438,Wholesale,3/10/2020,6/20/2020,7/18/2020,7/27/2020,1,16,76,9,10,924.6,453.054
SO - 0006439,Distributor,3/10/2020,6/21/2020,7/19/2020,7/20/2020,2,5,73,5,10,864.3,432.15
SO - 0006440,Distributor,3/10/2020,6/21/2020,7/19/2020,7/24/2020,5,37,11,1,5,2472.3,1928.394
SO - 0006441,Export,3/10/2020,6/21/2020,7/9/2020,7/12/2020,1,4,22,2,8,2666.6,2239.944
SO - 0006442,Distributor,3/10/2020,6/21/2020,7/4/2020,7/10/2020,1,41,18,1,6,1078.7,862.96
SO - 0006443,Export,3/10/2020,6/21/2020,7/4/2020,7/10/2020,1,6,57,7,10,254.6,175.674
SO - 0006444,Wholesale,3/10/2020,6/21/2020,7/2/2020,7/7/2020,4,27,18,7,12,241.2,149.544
SO - 0006445,Wholesale,3/10/2020,6/21/2020,6/27/2020,7/6/2020,1,24,20,1,6,1025.1,635.562
SO - 0006446,Distributor,3/10/2020,6/21/2020,6/23/2020,6/27/2020,3,29,86,2,8,2331.6,1025.904
SO - 0006447,Distributor,3/10/2020,6/21/2020,7/16/2020,7/26/2020,4,7,84,2,5,2680,2117.2
SO - 0006448,Wholesale,3/10/2020,6/21/2020,7/17/2020,7/23/2020,4,40,33,8,9,6190.8,3900.204
SO - 0006449,Wholesale,3/10/2020,6/22/2020,7/20/2020,7/30/2020,5,45,2,11,8,1159.1,776.597
SO - 0006450,Wholesale,3/10/2020,6/22/2020,6/27/2020,7/6/2020,1,40,18,11,5,2572.8,1569.408
SO - 0006451,Wholesale,3/10/2020,6/22/2020,7/19/2020,7/22/2020,1,8,17,11,11,6076.9,4618.444
SO - 0006452,Wholesale,3/10/2020,6/22/2020,7/20/2020,7/23/2020,3,46,28,2,7,6338.2,4817.032
SO - 0006453,Distributor,3/10/2020,6/22/2020,6/30/2020,7/8/2020,4,17,3,1,6,5755.3,4776.899
SO - 0006454,Wholesale,3/10/2020,6/22/2020,7/14/2020,7/16/2020,2,19,1,1,6,1105.5,519.585
SO - 0006455,Wholesale,3/10/2020,6/22/2020,7/14/2020,7/23/2020,4,4,32,5,11,837.5,644.875
SO - 0006456,Wholesale,3/10/2020,6/23/2020,7/19/2020,7/24/2020,3,21,2,13,7,3611.3,2383.458
SO - 0006457,Wholesale,3/10/2020,6/23/2020,7/3/2020,7/8/2020,2,13,28,5,8,3959.7,1663.074
SO - 0006458,Wholesale,3/10/2020,6/23/2020,7/17/2020,7/24/2020,2,32,69,5,11,1889.4,1265.898
SO - 0006459,Wholesale,3/10/2020,6/23/2020,6/27/2020,7/6/2020,3,26,81,11,6,2003.3,1242.046
SO - 0006460,Distributor,3/10/2020,6/23/2020,6/25/2020,7/3/2020,2,43,36,7,11,1058.6,889.224
SO - 0006461,Wholesale,3/10/2020,6/23/2020,7/10/2020,7/15/2020,2,1,2,6,12,1118.9,447.56
SO - 0006462,Wholesale,3/10/2020,6/23/2020,7/13/2020,7/17/2020,5,17,17,1,9,1829.1,1225.497
SO - 0006463,Wholesale,3/10/2020,6/23/2020,7/13/2020,7/17/2020,2,31,44,2,5,1118.9,492.316
SO - 0006464,Wholesale,3/10/2020,6/23/2020,7/12/2020,7/15/2020,6,1,9,7,9,1768.8,1149.72
SO - 0006465,Export,3/10/2020,6/24/2020,7/21/2020,7/27/2020,1,19,9,2,8,3999.9,2159.946
SO - 0006466,Wholesale,3/10/2020,6/24/2020,6/27/2020,7/6/2020,2,3,21,7,10,3953,2885.69
SO - 0006467,Export,3/10/2020,6/24/2020,6/26/2020,6/28/2020,6,20,12,2,11,261.3,198.588
SO - 0006468,Wholesale,3/10/2020,6/24/2020,6/27/2020,7/2/2020,6,12,26,2,8,3845.8,2269.022
SO - 0006469,Distributor,3/10/2020,6/24/2020,7/18/2020,7/24/2020,3,18,55,9,5,2237.8,939.876
SO - 0006470,Export,3/10/2020,6/25/2020,7/12/2020,7/18/2020,4,27,54,14,9,1051.9,820.482
SO - 0006471,Wholesale,3/10/2020,6/25/2020,7/1/2020,7/8/2020,2,4,28,2,5,1159.1,915.689
SO - 0006472,Wholesale,3/10/2020,6/25/2020,7/15/2020,7/23/2020,2,4,52,2,11,2907.8,1570.212
SO - 0006473,Wholesale,3/10/2020,6/25/2020,7/16/2020,7/26/2020,4,14,38,7,9,964.8,482.4
SO - 0006474,Distributor,3/10/2020,6/25/2020,7/14/2020,7/23/2020,4,28,13,5,7,6217.6,4974.08
SO - 0006475,Distributor,3/10/2020,6/25/2020,7/18/2020,7/23/2020,3,45,84,11,7,1259.6,617.204
SO - 0006476,Export,3/10/2020,6/25/2020,7/17/2020,7/20/2020,3,13,14,1,11,2834.1,1303.686
SO - 0006477,Distributor,3/10/2020,6/25/2020,6/27/2020,7/1/2020,1,7,58,4,6,2572.8,1595.136
SO - 0006478,Wholesale,3/10/2020,6/26/2020,7/1/2020,7/11/2020,2,47,86,8,5,1092.1,458.682
SO - 0006479,Distributor,3/10/2020,6/26/2020,7/12/2020,7/21/2020,4,48,13,13,11,268,112.56
SO - 0006480,Wholesale,3/10/2020,6/26/2020,7/1/2020,7/3/2020,5,36,49,3,8,2278,1571.82
SO - 0006481,Wholesale,3/10/2020,6/26/2020,7/11/2020,7/12/2020,2,11,7,13,5,904.5,750.735
SO - 0006482,Wholesale,3/10/2020,6/26/2020,7/9/2020,7/13/2020,2,40,9,5,8,3892.7,1634.934
SO - 0006483,Wholesale,3/10/2020,6/26/2020,7/8/2020,7/10/2020,3,25,9,7,8,2519.2,1158.832
SO - 0006484,Wholesale,3/10/2020,6/26/2020,7/9/2020,7/16/2020,4,1,6,12,11,1721.9,947.045
SO - 0006485,Export,3/10/2020,6/26/2020,7/15/2020,7/20/2020,1,38,15,8,6,3886,2176.16
SO - 0006486,Wholesale,3/10/2020,6/26/2020,7/5/2020,7/11/2020,1,2,19,12,7,6137.2,4480.156
SO - 0006487,Export,3/10/2020,6/27/2020,7/1/2020,7/9/2020,4,17,82,4,10,247.9,188.404
SO - 0006488,Export,3/10/2020,6/27/2020,7/11/2020,7/16/2020,2,2,66,8,7,2304.8,1682.504
SO - 0006489,Wholesale,3/10/2020,6/27/2020,7/23/2020,7/24/2020,4,12,18,1,12,5293,3228.73
SO - 0006490,Wholesale,3/10/2020,6/27/2020,7/22/2020,7/31/2020,3,7,8,13,12,2365.1,1821.127
SO - 0006491,Wholesale,3/10/2020,6/27/2020,6/29/2020,7/4/2020,4,29,14,11,12,897.8,574.592
SO - 0006492,Distributor,3/10/2020,6/27/2020,7/22/2020,7/25/2020,3,42,12,1,11,201,150.75
SO - 0006493,Export,3/10/2020,6/27/2020,7/10/2020,7/13/2020,4,28,83,11,9,1031.8,753.214
SO - 0006494,Wholesale,3/10/2020,6/27/2020,7/20/2020,7/27/2020,2,11,2,11,12,1762.1,757.703
SO - 0006495,Wholesale,3/10/2020,6/27/2020,7/20/2020,7/23/2020,2,25,33,11,9,1051.9,831.001
SO - 0006496,Export,3/10/2020,6/27/2020,7/23/2020,7/24/2020,1,40,19,2,12,194.3,130.181
SO - 0006497,Wholesale,3/10/2020,6/28/2020,7/7/2020,7/17/2020,4,34,3,4,11,1842.5,810.7
SO - 0006498,Wholesale,3/10/2020,6/28/2020,7/1/2020,7/11/2020,3,10,28,2,6,1065.3,745.71
SO - 0006499,Wholesale,3/10/2020,6/28/2020,7/4/2020,7/9/2020,5,44,79,1,5,3450.5,1725.25
SO - 0006500,Distributor,3/10/2020,6/28/2020,7/10/2020,7/14/2020,3,49,79,2,8,3591.2,2082.896
SO - 0006501,Export,3/10/2020,6/28/2020,7/20/2020,7/29/2020,4,21,53,7,12,3912.8,1995.528
SO - 0006502,Distributor,3/10/2020,6/28/2020,6/30/2020,7/2/2020,5,19,22,5,6,1025.1,697.068
SO - 0006503,Wholesale,3/10/2020,6/28/2020,7/1/2020,7/9/2020,2,17,10,1,9,716.9,379.957
SO - 0006504,Wholesale,3/10/2020,6/28/2020,7/25/2020,8/4/2020,2,41,8,7,9,2807.3,2049.329
SO - 0006505,Wholesale,3/10/2020,6/29/2020,7/14/2020,7/24/2020,4,29,10,1,12,3859.2,3241.728
SO - 0006506,Wholesale,3/10/2020,6/29/2020,7/19/2020,7/21/2020,2,12,12,5,12,6157.3,4433.256
SO - 0006507,Distributor,3/10/2020,6/29/2020,7/19/2020,7/25/2020,2,5,58,2,5,1038.5,643.87
SO - 0006508,Distributor,3/10/2020,6/29/2020,7/23/2020,7/26/2020,1,48,7,2,10,984.9,768.222
SO - 0006509,Export,3/10/2020,6/29/2020,7/22/2020,7/23/2020,2,11,84,7,6,783.9,572.247
SO - 0006510,Wholesale,3/10/2020,6/30/2020,7/21/2020,7/30/2020,3,17,20,7,11,234.5,157.115
SO - 0006511,Distributor,3/10/2020,6/30/2020,7/6/2020,7/9/2020,4,45,43,11,8,2465.6,1873.856
SO - 0006512,Distributor,3/10/2020,6/30/2020,7/11/2020,7/20/2020,2,22,65,9,5,1005,603
SO - 0006513,Distributor,3/10/2020,6/30/2020,7/10/2020,7/13/2020,1,14,17,11,10,1072,718.24
SO - 0006514,Wholesale,3/10/2020,6/30/2020,7/10/2020,7/15/2020,4,36,33,10,10,1078.7,431.48
SO - 0006515,Wholesale,3/10/2020,6/30/2020,7/13/2020,7/16/2020,2,12,61,5,8,1078.7,744.303
SO - 0006516,Distributor,3/10/2020,6/30/2020,7/6/2020,7/9/2020,4,6,8,11,6,1956.4,1447.736
SO - 0006517,Wholesale,3/10/2020,6/30/2020,7/10/2020,7/11/2020,2,19,18,7,11,227.8,134.402
SO - 0006518,Wholesale,3/10/2020,6/30/2020,7/25/2020,7/30/2020,6,17,59,2,6,891.1,570.304
SO - 0006519,Wholesale,3/10/2020,7/1/2020,7/7/2020,7/10/2020,2,42,9,13,8,1031.8,546.854
SO - 0006520,Wholesale,3/10/2020,7/1/2020,7/24/2020,7/31/2020,2,9,7,5,11,3088.7,1945.881
SO - 0006521,Wholesale,3/10/2020,7/1/2020,7/20/2020,7/24/2020,4,45,9,7,11,1072,536
SO - 0006522,Wholesale,3/10/2020,7/1/2020,7/11/2020,7/20/2020,4,43,16,5,11,3892.7,1868.496
SO - 0006523,Export,3/10/2020,7/1/2020,7/16/2020,7/23/2020,2,13,59,2,11,2512.5,1381.875
SO - 0006524,Wholesale,3/10/2020,7/1/2020,7/14/2020,7/19/2020,2,9,18,7,11,1072,696.8
SO - 0006525,Wholesale,3/10/2020,7/2/2020,7/29/2020,8/4/2020,3,17,11,1,7,187.6,142.576
SO - 0006526,Wholesale,3/10/2020,7/2/2020,7/14/2020,7/21/2020,2,33,3,7,5,1782.2,1283.184
SO - 0006527,Export,3/10/2020,7/2/2020,7/7/2020,7/10/2020,4,49,16,5,6,924.6,545.514
SO - 0006528,Export,3/10/2020,7/2/2020,7/18/2020,7/28/2020,5,3,11,9,6,3986.5,2511.495
SO - 0006529,Distributor,3/10/2020,7/2/2020,7/29/2020,8/1/2020,5,41,51,11,11,991.6,644.54
SO - 0006530,Export,3/10/2020,7/2/2020,7/19/2020,7/20/2020,1,3,51,7,8,2244.5,1728.265
SO - 0006531,Wholesale,3/10/2020,7/2/2020,7/9/2020,7/18/2020,6,25,46,1,7,1172.5,621.425
SO - 0006532,Export,3/10/2020,7/2/2020,7/10/2020,7/11/2020,3,32,69,7,10,1782.2,1301.006
SO - 0006533,Distributor,3/10/2020,7/2/2020,7/11/2020,7/17/2020,2,50,4,1,11,6378.4,4783.8
